query,intent,entities
Cancel my CT scan appointment for  April 10th,cancel_test,"{'TEST_TYPE': 'CT scan', 'DATE': 'April 10th'}"
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
I want to book a cholesterol test for night April 10th,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'night', 'DATE': 'April 10th'}"
Retrieve my MRI scan from,retrieve_document,{'DOCUMENT_TYPE': 'MRI scan'}
Cancel my cholesterol test appointment for  August 30th,cancel_test,"{'TEST_TYPE': 'cholesterol test', 'DATE': 'August 30th'}"
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Retrieve my MRI scan from,retrieve_document,{'DOCUMENT_TYPE': 'MRI scan'}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Is an ultrasound painful?,medical_query,{}
Can I take my medications before an ECG?,medical_query,{}
I want to book a CT scan for evening April 10th,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'evening', 'DATE': 'April 10th'}"
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
I want to book a ECG for evening September 2nd,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'evening', 'DATE': 'September 2nd'}"
Cancel my X-ray appointment for night April 10th,cancel_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'night', 'DATE': 'April 10th'}"
Cancel my  appointment for  March 5th,cancel_test,{'DATE': 'March 5th'}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Retrieve my X-ray report from March 5th,retrieve_document,"{'DOCUMENT_TYPE': 'X-ray report', 'DATE': 'March 5th'}"
Is it safe to eat before a cholesterol test?,medical_query,{}
Do I need to avoid metal objects for an MRI?,medical_query,{}
I want to book a ultrasound for  March 5th,book_test,"{'TEST_TYPE': 'ultrasound', 'DATE': 'March 5th'}"
Cancel my blood test appointment for,cancel_test,{'TEST_TYPE': 'blood test'}
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
Can I take my medications before an ECG?,medical_query,{}
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
Cancel my blood test appointment for in two days July 15th,cancel_test,"{'TEST_TYPE': 'blood test', 'TIME': 'in two days', 'DATE': 'July 15th'}"
I want to book a ultrasound for,book_test,{'TEST_TYPE': 'ultrasound'}
Retrieve my MRI scan from September 2nd,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'September 2nd'}"
Can I take my medications before an ECG?,medical_query,{}
Can I drink coffee before an ultrasound?,medical_query,{}
Retrieve my MRI scan from July 15th,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'July 15th'}"
Retrieve my MRI scan from July 15th,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'July 15th'}"
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
I want to book a cholesterol test for afternoon June 21st,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'afternoon', 'DATE': 'June 21st'}"
Should I fast before my blood test?,medical_query,{}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Cancel my ECG appointment for  September 2nd,cancel_test,"{'TEST_TYPE': 'ECG', 'DATE': 'September 2nd'}"
Cancel my  appointment for  July 15th,cancel_test,{'DATE': 'July 15th'}
Should I fast before my blood test?,medical_query,{}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
I want to book a ECG for next week August 30th,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next week', 'DATE': 'August 30th'}"
Is it safe to eat before a cholesterol test?,medical_query,{}
I want to book a thyroid test for next month June 21st,book_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'next month', 'DATE': 'June 21st'}"
What should I wear for an X-ray?,medical_query,{}
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
I want to book a CT scan for morning August 30th,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'morning', 'DATE': 'August 30th'}"
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Cancel my ECG appointment for next month,cancel_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next month'}"
Cancel my X-ray appointment for next week,cancel_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next week'}"
Cancel my  appointment for evening August 30th,cancel_test,"{'TIME': 'evening', 'DATE': 'August 30th'}"
How long does a CT scan take?,medical_query,{}
Retrieve my discharge summary from,retrieve_document,{'DOCUMENT_TYPE': 'discharge summary'}
I want to book a cholesterol test for tomorrow,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'tomorrow'}"
I want to book a blood test for,book_test,{'TEST_TYPE': 'blood test'}
Retrieve my prescription from June 21st,retrieve_document,"{'DOCUMENT_TYPE': 'prescription', 'DATE': 'June 21st'}"
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
Cancel my  appointment for afternoon July 15th,cancel_test,"{'TIME': 'afternoon', 'DATE': 'July 15th'}"
How long does a CT scan take?,medical_query,{}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Cancel my  appointment for next week,cancel_test,{'TIME': 'next week'}
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
Can I take my medications before an ECG?,medical_query,{}
I want to book a X-ray for next week April 10th,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next week', 'DATE': 'April 10th'}"
Retrieve my MRI scan from,retrieve_document,{'DOCUMENT_TYPE': 'MRI scan'}
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
Retrieve my MRI scan from,retrieve_document,{'DOCUMENT_TYPE': 'MRI scan'}
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Do I need to avoid metal objects for an MRI?,medical_query,{}
Cancel my X-ray appointment for morning September 2nd,cancel_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'morning', 'DATE': 'September 2nd'}"
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
Should I fast before my blood test?,medical_query,{}
I want to book a cholesterol test for evening September 2nd,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'evening', 'DATE': 'September 2nd'}"
Is it safe to eat before a cholesterol test?,medical_query,{}
Cancel my  appointment for  August 30th,cancel_test,{'DATE': 'August 30th'}
Retrieve my prescription from,retrieve_document,{'DOCUMENT_TYPE': 'prescription'}
Should I fast before my blood test?,medical_query,{}
I want to book a X-ray for in two days,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'in two days'}"
Is an ultrasound painful?,medical_query,{}
Cancel my ECG appointment for,cancel_test,{'TEST_TYPE': 'ECG'}
Cancel my X-ray appointment for tomorrow August 30th,cancel_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'tomorrow', 'DATE': 'August 30th'}"
Can I drink coffee before an ultrasound?,medical_query,{}
I want to book a ultrasound for tomorrow June 21st,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'tomorrow', 'DATE': 'June 21st'}"
Retrieve my prescription from June 21st,retrieve_document,"{'DOCUMENT_TYPE': 'prescription', 'DATE': 'June 21st'}"
Is it safe to eat before a cholesterol test?,medical_query,{}
Cancel my blood test appointment for tomorrow April 10th,cancel_test,"{'TEST_TYPE': 'blood test', 'TIME': 'tomorrow', 'DATE': 'April 10th'}"
Can I take my medications before an ECG?,medical_query,{}
I want to book a X-ray for next week,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next week'}"
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Cancel my  appointment for,cancel_test,{}
I want to book a cholesterol test for  July 15th,book_test,"{'TEST_TYPE': 'cholesterol test', 'DATE': 'July 15th'}"
I want to book a ECG for  July 15th,book_test,"{'TEST_TYPE': 'ECG', 'DATE': 'July 15th'}"
Do I need to avoid metal objects for an MRI?,medical_query,{}
Cancel my ultrasound appointment for tomorrow April 10th,cancel_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'tomorrow', 'DATE': 'April 10th'}"
Cancel my blood test appointment for  July 15th,cancel_test,"{'TEST_TYPE': 'blood test', 'DATE': 'July 15th'}"
I want to book a ECG for afternoon July 15th,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'afternoon', 'DATE': 'July 15th'}"
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
Retrieve my blood test results from August 30th,retrieve_document,"{'DOCUMENT_TYPE': 'blood test results', 'DATE': 'August 30th'}"
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Retrieve my X-ray report from March 5th,retrieve_document,"{'DOCUMENT_TYPE': 'X-ray report', 'DATE': 'March 5th'}"
Retrieve my blood test results from,retrieve_document,{'DOCUMENT_TYPE': 'blood test results'}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
Retrieve my MRI scan from June 21st,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'June 21st'}"
Cancel my  appointment for  March 5th,cancel_test,{'DATE': 'March 5th'}
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
I want to book a thyroid test for in two days April 10th,book_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'in two days', 'DATE': 'April 10th'}"
Retrieve my MRI scan from,retrieve_document,{'DOCUMENT_TYPE': 'MRI scan'}
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
Cancel my  appointment for next month July 15th,cancel_test,"{'TIME': 'next month', 'DATE': 'July 15th'}"
Retrieve my blood test results from,retrieve_document,{'DOCUMENT_TYPE': 'blood test results'}
I want to book a thyroid test for afternoon March 5th,book_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'afternoon', 'DATE': 'March 5th'}"
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Is it safe to eat before a cholesterol test?,medical_query,{}
Is it safe to eat before a cholesterol test?,medical_query,{}
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
I want to book a CT scan for next week March 5th,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next week', 'DATE': 'March 5th'}"
Cancel my  appointment for evening July 15th,cancel_test,"{'TIME': 'evening', 'DATE': 'July 15th'}"
I want to book a X-ray for  September 2nd,book_test,"{'TEST_TYPE': 'X-ray', 'DATE': 'September 2nd'}"
Cancel my thyroid test appointment for next week March 5th,cancel_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'next week', 'DATE': 'March 5th'}"
I want to book a ultrasound for next week July 15th,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'next week', 'DATE': 'July 15th'}"
Should I fast before my blood test?,medical_query,{}
Retrieve my prescription from June 21st,retrieve_document,"{'DOCUMENT_TYPE': 'prescription', 'DATE': 'June 21st'}"
Retrieve my X-ray report from July 15th,retrieve_document,"{'DOCUMENT_TYPE': 'X-ray report', 'DATE': 'July 15th'}"
Cancel my  appointment for next week August 30th,cancel_test,"{'TIME': 'next week', 'DATE': 'August 30th'}"
Retrieve my blood test results from March 5th,retrieve_document,"{'DOCUMENT_TYPE': 'blood test results', 'DATE': 'March 5th'}"
Cancel my CT scan appointment for night,cancel_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'night'}"
Can I take my medications before an ECG?,medical_query,{}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
I want to book a blood test for in two days,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'in two days'}"
Cancel my  appointment for next week September 2nd,cancel_test,"{'TIME': 'next week', 'DATE': 'September 2nd'}"
Do I need to avoid metal objects for an MRI?,medical_query,{}
How long does a CT scan take?,medical_query,{}
Retrieve my prescription from July 15th,retrieve_document,"{'DOCUMENT_TYPE': 'prescription', 'DATE': 'July 15th'}"
Cancel my  appointment for tomorrow June 21st,cancel_test,"{'TIME': 'tomorrow', 'DATE': 'June 21st'}"
Do I need to avoid metal objects for an MRI?,medical_query,{}
Retrieve my blood test results from,retrieve_document,{'DOCUMENT_TYPE': 'blood test results'}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
Retrieve my discharge summary from,retrieve_document,{'DOCUMENT_TYPE': 'discharge summary'}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
Can I take my medications before an ECG?,medical_query,{}
Do I need to avoid metal objects for an MRI?,medical_query,{}
I need to upload my X-ray report,upload_document,{'DOCUMENT_TYPE': 'X-ray report'}
Cancel my cholesterol test appointment for afternoon April 10th,cancel_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'afternoon', 'DATE': 'April 10th'}"
I want to book a cholesterol test for afternoon,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'afternoon'}"
Cancel my thyroid test appointment for night September 2nd,cancel_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'night', 'DATE': 'September 2nd'}"
Cancel my  appointment for next week August 30th,cancel_test,"{'TIME': 'next week', 'DATE': 'August 30th'}"
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
What should I wear for an X-ray?,medical_query,{}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Can I drink coffee before an ultrasound?,medical_query,{}
I want to book a cholesterol test for evening April 10th,book_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'evening', 'DATE': 'April 10th'}"
Can I take my medications before an ECG?,medical_query,{}
Retrieve my MRI scan from,retrieve_document,{'DOCUMENT_TYPE': 'MRI scan'}
Retrieve my prescription from,retrieve_document,{'DOCUMENT_TYPE': 'prescription'}
Cancel my MRI appointment for in two days June 21st,cancel_test,"{'TEST_TYPE': 'MRI', 'TIME': 'in two days', 'DATE': 'June 21st'}"
Retrieve my MRI scan from,retrieve_document,{'DOCUMENT_TYPE': 'MRI scan'}
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
Retrieve my X-ray report from August 30th,retrieve_document,"{'DOCUMENT_TYPE': 'X-ray report', 'DATE': 'August 30th'}"
I want to book a MRI for morning September 2nd,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'morning', 'DATE': 'September 2nd'}"
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
I want to book a thyroid test for evening,book_test,"{'TEST_TYPE': 'thyroid test', 'TIME': 'evening'}"
Retrieve my X-ray report from,retrieve_document,{'DOCUMENT_TYPE': 'X-ray report'}
Can I take my medications before an ECG?,medical_query,{}
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Retrieve my blood test results from April 10th,retrieve_document,"{'DOCUMENT_TYPE': 'blood test results', 'DATE': 'April 10th'}"
I want to book a ECG for morning March 5th,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'morning', 'DATE': 'March 5th'}"
I want to book a thyroid test for  March 5th,book_test,"{'TEST_TYPE': 'thyroid test', 'DATE': 'March 5th'}"
Cancel my  appointment for  July 15th,cancel_test,{'DATE': 'July 15th'}
I need to upload my blood test results,upload_document,{'DOCUMENT_TYPE': 'blood test results'}
Cancel my cholesterol test appointment for evening June 21st,cancel_test,"{'TEST_TYPE': 'cholesterol test', 'TIME': 'evening', 'DATE': 'June 21st'}"
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
Cancel my  appointment for morning,cancel_test,{'TIME': 'morning'}
I want to book a MRI for afternoon,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'afternoon'}"
Retrieve my discharge summary from June 21st,retrieve_document,"{'DOCUMENT_TYPE': 'discharge summary', 'DATE': 'June 21st'}"
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
I need to upload my prescription,upload_document,{'DOCUMENT_TYPE': 'prescription'}
I need to upload my MRI scan,upload_document,{'DOCUMENT_TYPE': 'MRI scan'}
Can I take my medications before an ECG?,medical_query,{}
Is it safe to eat before a cholesterol test?,medical_query,{}
Retrieve my MRI scan from June 21st,retrieve_document,"{'DOCUMENT_TYPE': 'MRI scan', 'DATE': 'June 21st'}"
I need to upload my discharge summary,upload_document,{'DOCUMENT_TYPE': 'discharge summary'}
Should I fast before my blood test?,medical_query,{}
Cancel my ECG appointment for afternoon July 15th,cancel_test,"{'TEST_TYPE': 'ECG', 'TIME': 'afternoon', 'DATE': 'July 15th'}"
