query,intent,entities
What does my X-ray report say?,analyze_report,{'REPORT_TYPE': 'X-ray report'}
I want to upload my X-ray report.,upload_record,{'REPORT_TYPE': 'X-ray report'}
Fetch my X-ray report.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on 10th February'}"
I want to book a MRI appointment last Monday.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'last Monday'}"
Cancel my ECG scheduled on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Can you analyze my MRI report?,analyze_report,{'REPORT_TYPE': 'MRI report'}
Save my MRI report to my records.,upload_record,{'REPORT_TYPE': 'MRI report'}
Retrieve my X-ray report for last week.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last week'}"
Need a blood test scheduled on 15th March.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'on 15th March'}"
I need to cancel my ultrasound on next month.,cancel_test,{'TIME': 'next month'}
Can you analyze my CT scan report?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
Can I upload my ECG report?,upload_record,{'REPORT_TYPE': 'ECG report'}
Can I get my ultrasound report from yesterday?,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'yesterday'}"
I want to book a CT scan appointment day after tomorrow.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'day after tomorrow'}"
Please remove my appointment this Friday.,cancel_test,{'TIME': 'this Friday'}
Interpret my ultrasound report results.,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
Save my blood report to my records.,upload_record,{'REPORT_TYPE': 'blood report'}
Find my MRI report recorded on on March 5th.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'on March 5th'}"
Need a ECG scheduled on 15th March.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'on 15th March'}"
Cancel my ECG scheduled last Monday.,cancel_test,{'TIME': 'last Monday'}
Give me insights on my CT scan report.,analyze_report,{'REPORT_TYPE': 'CT scan report'}
Save my MRI report to my records.,upload_record,{'REPORT_TYPE': 'MRI report'}
Retrieve my MRI report for yesterday.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'yesterday'}"
I want to book a ECG appointment next month.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next month'}"
I won't be available for my CT scan test on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Give me insights on my X-ray report.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
I want to upload my X-ray report.,upload_record,{'REPORT_TYPE': 'X-ray report'}
Find my ECG report recorded on last week.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last week'}"
Need a blood test scheduled today.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'today'}"
Please remove my appointment next month.,cancel_test,{'TIME': 'next month'}
Check my ECG report and provide feedback.,analyze_report,{'REPORT_TYPE': 'ECG report'}
"Here is my ultrasound report, please store it.",upload_record,{'REPORT_TYPE': 'ultrasound report'}
Can I get my ultrasound report from yesterday?,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'yesterday'}"
Schedule a blood test for on 15th March.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'on 15th March'}"
Please remove my appointment next week.,cancel_test,{'TIME': 'next week'}
Give me insights on my CT scan report.,analyze_report,{'REPORT_TYPE': 'CT scan report'}
I want to upload my blood report.,upload_record,{'REPORT_TYPE': 'blood report'}
Find my blood report recorded on last week.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'last week'}"
Can I get a ECG next month?,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next month'}"
I need to cancel my MRI on next week.,cancel_test,{'TIME': 'next week'}
Interpret my ultrasound report results.,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
Can I upload my X-ray report?,upload_record,{'REPORT_TYPE': 'X-ray report'}
Retrieve my ultrasound report for on 10th February.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on 10th February'}"
Need a X-ray scheduled day after tomorrow.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'day after tomorrow'}"
I need to cancel my ECG on on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Can you analyze my ultrasound report?,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
I want to upload my X-ray report.,upload_record,{'REPORT_TYPE': 'X-ray report'}
Find my CT scan report recorded on last month.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'last month'}"
Need a X-ray scheduled last Monday.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'last Monday'}"
Cancel my CT scan scheduled today.,cancel_test,{'TIME': 'today'}
What does my X-ray report say?,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Uploading MRI report, please process it.",upload_record,{'REPORT_TYPE': 'MRI report'}
Fetch my X-ray report.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last week'}"
Schedule a blood test for day after tomorrow.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'day after tomorrow'}"
Cancel my ECG scheduled today.,cancel_test,{'TIME': 'today'}
Interpret my CT scan report results.,analyze_report,{'REPORT_TYPE': 'CT scan report'}
Save my ECG report to my records.,upload_record,{'REPORT_TYPE': 'ECG report'}
Retrieve my ultrasound report for on March 5th.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on March 5th'}"
Need a CT scan scheduled today.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'today'}"
Please remove my appointment on 15th March.,cancel_test,{'TIME': 'on 15th March'}
What does my MRI report say?,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Here is my X-ray report, please store it.",upload_record,{'REPORT_TYPE': 'X-ray report'}
Fetch my CT scan report.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'last month'}"
Need a MRI scheduled next month.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'next month'}"
Can you cancel my test tomorrow?,cancel_test,{'TIME': 'tomorrow'}
What does my ultrasound report say?,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
Save my blood report to my records.,upload_record,{'REPORT_TYPE': 'blood report'}
Fetch my MRI report.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'last week'}"
I need a ECG on today.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'today'}"
I won't be available for my MRI test today.,cancel_test,{'TIME': 'today'}
Give me insights on my MRI report.,analyze_report,{'REPORT_TYPE': 'MRI report'}
I want to upload my ECG report.,upload_record,{'REPORT_TYPE': 'ECG report'}
Fetch my X-ray report.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'yesterday'}"
Schedule a ECG for next month.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next month'}"
Can you cancel my test next month?,cancel_test,{'TIME': 'next month'}
What does my blood report say?,analyze_report,{'REPORT_TYPE': 'blood report'}
"Here is my MRI report, please store it.",upload_record,{'REPORT_TYPE': 'MRI report'}
Find my blood report recorded on last month.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'last month'}"
Schedule a blood test for next month.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'next month'}"
Cancel my CT scan scheduled next month.,cancel_test,{'TIME': 'next month'}
Give me insights on my blood report.,analyze_report,{'REPORT_TYPE': 'blood report'}
"Here is my CT scan report, please store it.",upload_record,{'REPORT_TYPE': 'CT scan report'}
I need my X-ray report from last week.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last week'}"
Please arrange a ultrasound test next month.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'next month'}"
I won't be available for my ultrasound test next month.,cancel_test,{'TIME': 'next month'}
Check my X-ray report and provide feedback.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
Save my MRI report to my records.,upload_record,{'REPORT_TYPE': 'MRI report'}
Can I get my blood report from last week?,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'last week'}"
Can I get a ECG next week?,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next week'}"
I need to cancel my blood test on this Friday.,cancel_test,{'TIME': 'this Friday'}
Check my blood report and provide feedback.,analyze_report,{'REPORT_TYPE': 'blood report'}
Save my X-ray report to my records.,upload_record,{'REPORT_TYPE': 'X-ray report'}
Retrieve my MRI report for last week.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'last week'}"
Schedule a MRI for today.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'today'}"
I won't be available for my ECG test next month.,cancel_test,{'TIME': 'next month'}
Give me insights on my CT scan report.,analyze_report,{'REPORT_TYPE': 'CT scan report'}
"Uploading blood report, please process it.",upload_record,{'REPORT_TYPE': 'blood report'}
Can I get my blood report from yesterday?,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'yesterday'}"
Need a ECG scheduled on 15th March.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'on 15th March'}"
I need to cancel my CT scan on last Monday.,cancel_test,{'TIME': 'last Monday'}
Give me insights on my blood report.,analyze_report,{'REPORT_TYPE': 'blood report'}
Can I upload my ultrasound report?,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Retrieve my ECG report for yesterday.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'yesterday'}"
Schedule a blood test for next week.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'next week'}"
Please remove my appointment last Monday.,cancel_test,{'TIME': 'last Monday'}
What does my ultrasound report say?,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
"Here is my MRI report, please store it.",upload_record,{'REPORT_TYPE': 'MRI report'}
Find my blood report recorded on on March 5th.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'on March 5th'}"
Schedule a blood test for tomorrow.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'tomorrow'}"
I need to cancel my CT scan on last Monday.,cancel_test,{'TIME': 'last Monday'}
Give me insights on my MRI report.,analyze_report,{'REPORT_TYPE': 'MRI report'}
I want to upload my ultrasound report.,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Fetch my ECG report.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on 10th February'}"
I want to book a X-ray appointment tomorrow.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'tomorrow'}"
Please remove my appointment tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Give me insights on my ultrasound report.,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
"Here is my X-ray report, please store it.",upload_record,{'REPORT_TYPE': 'X-ray report'}
Can I get my CT scan report from last week?,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'last week'}"
I want to book a MRI appointment last Monday.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'last Monday'}"
Cancel my MRI scheduled this Friday.,cancel_test,{'TIME': 'this Friday'}
Can you analyze my MRI report?,analyze_report,{'REPORT_TYPE': 'MRI report'}
Can I upload my MRI report?,upload_record,{'REPORT_TYPE': 'MRI report'}
I need my ECG report from yesterday.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'yesterday'}"
I need a ECG on day after tomorrow.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'day after tomorrow'}"
Cancel my X-ray scheduled next week.,cancel_test,{'TIME': 'next week'}
Check my ECG report and provide feedback.,analyze_report,{'REPORT_TYPE': 'ECG report'}
"Uploading X-ray report, please process it.",upload_record,{'REPORT_TYPE': 'X-ray report'}
Find my ECG report recorded on last month.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last month'}"
I want to book a blood test appointment last Monday.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'last Monday'}"
I need to cancel my X-ray on tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Check my MRI report and provide feedback.,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Here is my ultrasound report, please store it.",upload_record,{'REPORT_TYPE': 'ultrasound report'}
Fetch my blood report.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'yesterday'}"
Need a X-ray scheduled next month.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next month'}"
I won't be available for my CT scan test day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Give me insights on my MRI report.,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Here is my blood report, please store it.",upload_record,{'REPORT_TYPE': 'blood report'}
Can I get my ultrasound report from on March 5th?,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on March 5th'}"
Schedule a X-ray for next month.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next month'}"
Cancel my blood test scheduled on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Interpret my ECG report results.,analyze_report,{'REPORT_TYPE': 'ECG report'}
I want to upload my ultrasound report.,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Retrieve my ultrasound report for on 10th February.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on 10th February'}"
Schedule a ultrasound for last Monday.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'last Monday'}"
Cancel my ultrasound scheduled day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Interpret my ultrasound report results.,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
"Uploading X-ray report, please process it.",upload_record,{'REPORT_TYPE': 'X-ray report'}
I need my X-ray report from last week.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last week'}"
Can I get a ultrasound next week?,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'next week'}"
I need to cancel my ultrasound on last Monday.,cancel_test,{'TIME': 'last Monday'}
What does my ultrasound report say?,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
Save my blood report to my records.,upload_record,{'REPORT_TYPE': 'blood report'}
Find my ultrasound report recorded on last month.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'last month'}"
I need a X-ray on next week.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next week'}"
Cancel my MRI scheduled on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Interpret my ECG report results.,analyze_report,{'REPORT_TYPE': 'ECG report'}
"Uploading ECG report, please process it.",upload_record,{'REPORT_TYPE': 'ECG report'}
Fetch my ECG report.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'yesterday'}"
Schedule a ultrasound for day after tomorrow.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'day after tomorrow'}"
Cancel my ECG scheduled next month.,cancel_test,{'TIME': 'next month'}
Can you analyze my blood report?,analyze_report,{'REPORT_TYPE': 'blood report'}
"Uploading ultrasound report, please process it.",upload_record,{'REPORT_TYPE': 'ultrasound report'}
Fetch my ECG report.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on 10th February'}"
I want to book a blood test appointment next month.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'next month'}"
I need to cancel my ultrasound on tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Can you analyze my MRI report?,analyze_report,{'REPORT_TYPE': 'MRI report'}
Save my blood report to my records.,upload_record,{'REPORT_TYPE': 'blood report'}
Retrieve my ECG report for on March 5th.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on March 5th'}"
Need a X-ray scheduled this Friday.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'this Friday'}"
Can you cancel my test this Friday?,cancel_test,{'TIME': 'this Friday'}
What does my CT scan report say?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
Can I upload my blood report?,upload_record,{'REPORT_TYPE': 'blood report'}
Retrieve my blood report for on March 5th.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'on March 5th'}"
I want to book a MRI appointment tomorrow.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'tomorrow'}"
I need to cancel my CT scan on today.,cancel_test,{'TIME': 'today'}
Check my ultrasound report and provide feedback.,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
Save my ECG report to my records.,upload_record,{'REPORT_TYPE': 'ECG report'}
Fetch my ultrasound report.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'last week'}"
Please arrange a blood test test tomorrow.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'tomorrow'}"
I need to cancel my ultrasound on last Monday.,cancel_test,{'TIME': 'last Monday'}
Give me insights on my CT scan report.,analyze_report,{'REPORT_TYPE': 'CT scan report'}
Can I upload my X-ray report?,upload_record,{'REPORT_TYPE': 'X-ray report'}
Fetch my blood report.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'on March 5th'}"
Please arrange a X-ray test on 15th March.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'on 15th March'}"
Please remove my appointment next month.,cancel_test,{'TIME': 'next month'}
What does my ECG report say?,analyze_report,{'REPORT_TYPE': 'ECG report'}
Can I upload my ultrasound report?,upload_record,{'REPORT_TYPE': 'ultrasound report'}
